SCHL	fod1p	_TYPE_	_FREQ_	p50adj_wagp	p25adj_wagp	p75adj_wagp	mean_grad_degree	mean_grad_degree_all	mean_employed	pct_ts	pct_tsg	dboost	boost	pct_ts_all	pct_tsg_all	gths_mean	gthsftfy_mean	gmajor
Graduate degree	Petroleum Engineering	7	202	120585.7143	78397.25172	199228.5714	1	1	0.975998857	0.000429616	0.004036407	-8357.133934	-0.064812698	0.000380396	0.003875519	0.923520574	0.936878143	Architecture and engineering
Graduate degree	Miscellaneous Engineering	7	627	95933.47908	61892.56715	126000	1	1	0.962758183	0.001449535	0.013618932	22533.47908	0.306995628	0.001340815	0.013660392	0.870199513	0.894901227	Architecture and engineering
Graduate degree	Engineering Technologies	7	247	75000	49514.05372	106954.2857	1	1	0.954787073	0.000619076	0.00581645	12085.71429	0.192098093	0.000597759	0.006090048	0.819079049	0.872484966	Architecture and engineering
Graduate degree	Engineering and Industrial Management	7	324	104857.1429	76000	143109.1082	1	1	0.934483037	0.000724469	0.006806659	29857.14286	0.398095238	0.000690273	0.007032584	0.870169066	0.921583555	Architecture and engineering
Graduate degree	Industrial Production Technologies	7	460	87031.42857	60000	111771.3473	1	1	0.963485445	0.001000799	0.00940288	16886.51914	0.240737628	0.000925501	0.009429121	0.925418327	0.954165519	Architecture and engineering
Graduate degree	Mechanical Engineering Related Technologies	7	153	83567.36243	51577.13929	105000	1	1	0.950428769	0.000345803	0.003248947	18567.36243	0.28565173	0.000331079	0.003373071	0.890132532	0.891274008	Architecture and engineering
Graduate degree	Miscellaneous Engineering Technologies	7	965	85000	60000	109682.1632	1	1	0.949275248	0.002401866	0.022566437	16842.85714	0.247118005	0.002267349	0.023100032	0.873600416	0.913073015	Architecture and engineering
Graduate degree	Fine Arts	7	2790	56734.85322	40000	82000	1	1	0.93847232	0.00621783	0.293452265	11346.97064	0.25	0.007202206	0.28991085	0.726192488	0.82678021	Arts
Graduate degree	Drama and Theater Arts	7	1200	57000	41261.71143	80000	1	1	0.936097161	0.002657903	0.125440491	15738.28857	0.381425976	0.003091764	0.124452967	0.735992844	0.832975946	Arts
Graduate degree	Music	7	3115	57452.56167	39950.57143	83567.36243	1	1	0.960396761	0.006932026	0.327158961	12452.56167	0.276723593	0.008454619	0.34032432	0.698547274	0.821685149	Arts
Graduate degree	Visual and Performing Arts	7	325	52428.57143	38000	75497.14286	1	1	0.963223188	0.000772362	0.036451865	12582.85714	0.315789474	0.000912725	0.036739971	0.690387218	0.796060462	Arts
Graduate degree	Commercial Art and Graphic Design	7	1058	58000	40642.78576	84000	1	1	0.937071151	0.002429926	0.114681073	10814.28571	0.229185589	0.002590869	0.104290399	0.767965787	0.844912706	Arts
Graduate degree	"Film, Video, and Photographic Arts"	7	414	56734.85322	40000	80000	1	1	0.903189952	0.001022884	0.048275294	9728.211851	0.206953987	0.001229442	0.049488793	0.724409921	0.824013121	Arts
Graduate degree	Studio Arts	7	577	51577.13929	39198.62586	70000	1	1	0.943261346	0.001155625	0.054540051	13100.59338	0.340482574	0.001361206	0.054792701	0.728238051	0.814318385	Arts
Graduate degree	Environmental Science	7	1212	65809.29791	47185.71429	97517.14286	1	1	0.959918387	0.002651721	0.03036282	11490.51233	0.211538462	0.002692323	0.031685211	0.839845515	0.893452355	Biology and life sciences
Graduate degree	Biology	7	25747	90879.50664	54671.76765	157285.7143	1	1	0.980104508	0.057232723	0.655327986	38450.93521	0.733396584	0.055715944	0.655705558	0.885892573	0.928574813	Biology and life sciences
Graduate degree	Biochemical Sciences	7	3377	94013.28273	53640.22486	167134.7249	1	1	0.977735072	0.007695793	0.088118621	38438.99702	0.691668755	0.007308159	0.086007706	0.887548215	0.922907167	Biology and life sciences
Graduate degree	Botany	7	378	64764.70588	41052.46679	103154.2786	1	1	0.965223275	0.000790954	0.009056612	17758.06452	0.377777778	0.000795876	0.009366441	0.814542843	0.883342534	Biology and life sciences
Graduate degree	Molecular Biology	7	1097	84611.95446	50140.41746	146800	1	1	0.973320229	0.002318259	0.026544607	33611.95446	0.659057931	0.002222549	0.026156561	0.88647317	0.922993804	Biology and life sciences
Graduate degree	Ecology	7	595	62914.28571	45000	94901.93629	1	1	0.962236039	0.001198325	0.013721095	15728.57143	0.333333333	0.001240374	0.014597623	0.820137041	0.878929099	Biology and life sciences
Graduate degree	Microbiology	7	1935	83885.71429	52229.60152	139258.2761	1	1	0.971481463	0.00439234	0.050293313	25885.71429	0.446305419	0.004175854	0.049144471	0.87829688	0.927727927	Biology and life sciences
Graduate degree	Zoology	7	1953	100280.8349	60000	198472.4858	1	1	0.979756379	0.004216991	0.048285528	45755.12063	0.83914757	0.004018058	0.047287412	0.900253736	0.926096079	Biology and life sciences
Graduate degree	Neuroscience	7	365	60000	45800.49969	100000	1	1	0.978318283	0.000888994	0.010179182	15000	0.333333333	0.000878968	0.010344332	0.858188606	0.887366543	Biology and life sciences
Graduate degree	Miscellaneous Biology	7	2571	78344.40228	50000	125351.0436	1	1	0.977156044	0.005948372	0.068110237	26114.80076	0.5	0.005922876	0.069704687	0.858915776	0.907666333	Biology and life sciences
Graduate degree	General Business	7	11346	84934.28571	52608.68207	130000	1	1	0.958467518	0.02954964	0.2037436	22934.28571	0.369907834	0.027629971	0.203187442	0.879875143	0.917141922	Business
Graduate degree	Accounting	7	13673	87681.13679	58720	130574.0038	1	1	0.961906267	0.030887761	0.212969891	22681.13679	0.348940566	0.02842179	0.209010388	0.897231035	0.936816746	Business
Graduate degree	Actuarial Science	7	67	110000	72000	162000	1	1	0.951110509	0.000142187	0.000980371	35551.42857	0.47753003	0.000132668	0.00097562	0.946637021	0.983675449	Business
Graduate degree	Business Management and Administration	7	18605	77365.70893	51577.13929	114905.1233	1	1	0.954540884	0.042318807	0.291786499	17823.9632	0.299352378	0.039901968	0.293434222	0.875609776	0.912671626	Business
Graduate degree	Operations Logistics and E-Commerce	7	447	96965.02186	63955.65272	136163.6477	1	1	0.976216128	0.000994846	0.006859426	29066.53989	0.428088214	0.000907618	0.006674512	0.905200081	0.940192659	Business
Graduate degree	Business Economics	7	719	94013.28273	60000	144153.7002	1	1	0.958436597	0.001553711	0.010712773	22013.28273	0.305740038	0.001472948	0.01083188	0.882156357	0.924356945	Business
Graduate degree	Marketing and Marketing Research	7	4505	78344.40228	51577.13929	118627.4204	1	1	0.947125253	0.010280178	0.070881421	18344.40228	0.305740038	0.010142903	0.074589673	0.858293951	0.915320886	Business
Graduate degree	Finance	7	7677	95000	62914.28571	147000	1	1	0.956767892	0.018404255	0.126896606	26842.85714	0.39383777	0.01697889	0.124860694	0.903245562	0.943779509	Business
Graduate degree	Human Resources and Personnel Management	7	1594	71302.85714	47185.71429	101091.193	1	1	0.942811906	0.003964424	0.027334548	15599.54671	0.280047031	0.003724737	0.02739126	0.866071384	0.901423147	Business
Graduate degree	International Business	7	746	74271.08058	52229.60152	111148.5714	1	1	0.945176547	0.001771414	0.012213831	17863.11094	0.316677077	0.001748423	0.012857689	0.828061074	0.892358589	Business
Graduate degree	Hospitality Management	7	538	67050.28107	45000	102370.019	1	1	0.928795099	0.001264167	0.008716378	17050.28107	0.341005622	0.001308091	0.009619541	0.781316947	0.874236475	Business
Graduate degree	Management Information Systems and Statistics	7	1197	89744.22236	65000	120000	1	1	0.959876318	0.002703728	0.018642097	16344.22236	0.222673329	0.002475107	0.018201637	0.916418377	0.953097375	Business
Graduate degree	Miscellaneous Business and Medical Administration	7	477	72207.995	48482.51093	106954.2857	1	1	0.951229141	0.001198348	0.008262559	17207.995	0.312872636	0.001137555	0.008365443	0.867686623	0.926300246	Business
Graduate degree	Communications and Mass Media	7	6987	63000	44983.71429	94013.28273	1	1	0.951664257	0.015980028	0.668985635	11000	0.211538462	0.016668294	0.677745494	0.812378678	0.886599851	Communications and journalism
Graduate degree	Journalism	7	2641	68000	45000	101711.4286	1	1	0.958888074	0.005982844	0.250464932	15571.42857	0.297002725	0.005991956	0.243637489	0.822958749	0.881359643	Communications and journalism
Graduate degree	Advertising and Public Relations	7	876	62675.52182	44917.45731	90000	1	1	0.971642858	0.00192408	0.080549433	10863.75712	0.209677419	0.001933486	0.078617017	0.819621641	0.884523966	Communications and journalism
Graduate degree	Computer and Information Systems	7	1804	82000	57671.42857	105000	1	1	0.954316536	0.004562058	0.085215931	15981.26171	0.242071602	0.00423662	0.082046423	0.896496053	0.945206791	"Computers, statistics, and mathematics"
Graduate degree	Computer Science	7	8665	95000	70000	125828.5714	1	1	0.962245902	0.021226958	0.396504134	15000	0.1875	0.019983063	0.386992208	0.909072709	0.950377522	"Computers, statistics, and mathematics"
Graduate degree	Information Sciences	7	688	83885.71429	62000	113469.7064	1	1	0.955563654	0.001665676	0.031113624	13898.04825	0.198578536	0.001582072	0.030638429	0.890156503	0.941058789	"Computers, statistics, and mathematics"
Graduate degree	Computer Engineering	7	2354	98565.71429	74000	128974.2857	1	1	0.975196473	0.005693622	0.10635271	14998.35186	0.179476191	0.005227459	0.101235027	0.921327352	0.963345819	"Computers, statistics, and mathematics"
Graduate degree	Miscellaneous Computer	7	863	76000	51185.00949	104459.203	1	1	0.935015752	0.002178853	0.040699397	19265.14678	0.339564583	0.002116411	0.040986437	0.858191923	0.898311342	"Computers, statistics, and mathematics"
Graduate degree	Mathematics	7	7235	87031.42857	57766.396	125351.0436	1	1	0.965524751	0.016072597	0.300224426	18949.60471	0.278335738	0.016417432	0.317940153	0.870256576	0.933199975	"Computers, statistics, and mathematics"
Graduate degree	Applied Mathematics	7	470	103154.2786	64764.70588	141000	1	1	0.967290614	0.000959593	0.017924494	27154.27858	0.357293139	0.000935881	0.018124277	0.892973229	0.934977847	"Computers, statistics, and mathematics"
Graduate degree	Statistics and Decision Science	7	512	94901.93629	66060	125828.5714	1	1	0.962184536	0.001175918	0.021965285	22550.50772	0.3116802	0.001137924	0.022037047	0.875814134	0.945727799	"Computers, statistics, and mathematics"
Graduate degree	General Education	7	14866	57671.42857	45000	75000	1	1	0.970328142	0.038450078	0.294156544	14346.63157	0.331141345	0.040591485	0.281391325	0.853242332	0.894186678	Education
Graduate degree	Elementary Education	7	18143	55000	44917.45731	70144.90943	1	1	0.982586311	0.035905083	0.274686444	13738.28857	0.33295489	0.041793143	0.289721549	0.867025277	0.918086059	Education
Graduate degree	Mathematics Teacher Education	7	1373	60000	48000	76334.16615	1	1	0.988826269	0.002771087	0.021199783	14282.28571	0.31240157	0.003075816	0.021322404	0.898102916	0.935693612	Education
Graduate degree	Physical and Health Education Teaching	7	3448	64764.70588	50140.41746	83885.71429	1	1	0.97927716	0.007074052	0.054118968	16764.70588	0.349264706	0.007590529	0.052619633	0.871654559	0.92290824	Education
Graduate degree	Early Childhood Education	7	1795	52000	41783.68121	64000	1	1	0.977634407	0.003798222	0.029057727	14864.45971	0.400275844	0.004334387	0.030047164	0.833075997	0.878376988	Education
Graduate degree	Science and Computer Teacher Education	7	1016	62675.52182	49282.85714	82000	1	1	0.98014389	0.002041493	0.015618135	17075.52182	0.374463198	0.002259053	0.015660372	0.879452882	0.925319705	Education
Graduate degree	Secondary Teacher Education	7	3223	62675.52182	49095.82543	80000	1	1	0.98274303	0.006444289	0.049301068	16359.25074	0.353207423	0.00682205	0.047292322	0.881013637	0.929353951	Education
Graduate degree	Special Needs Education	7	3984	59768.57143	47450.96815	75210.62619	1	1	0.981060297	0.008390432	0.06418974	15895.70615	0.362312925	0.009607052	0.066598725	0.876496608	0.932023172	Education
Graduate degree	Social Science or History Teacher Education	7	1672	60817.14286	46900	82523.42286	1	1	0.980587802	0.003407238	0.02606656	15817.14286	0.351492064	0.003645258	0.025269928	0.875845885	0.91205315	Education
Graduate degree	Teacher Education: Multiple Levels	7	1227	54525.71429	44000	69205.71429	1	1	0.98530278	0.002410024	0.018437529	13786.6251	0.338412698	0.0026577	0.018423907	0.883189045	0.92274097	Education
Graduate degree	Language and Drama Education	7	2915	58497.1537	46419.42536	75000	1	1	0.972254215	0.005938742	0.045433456	15172.3567	0.350200295	0.006771682	0.046943158	0.843139978	0.912791103	Education
Graduate degree	Art and Music Education	7	3025	57766.396	45088.57143	75000	1	1	0.979031273	0.006329106	0.048419875	14066.396	0.321885492	0.007103461	0.049243143	0.8255013	0.884204793	Education
Graduate degree	Miscellaneous Education	7	3742	61892.56715	47450.96815	82522.7704	1	1	0.974694153	0.007753132	0.059314171	11892.56715	0.237851343	0.008001179	0.055466369	0.876820026	0.924713366	Education
Graduate degree	Nutrition Sciences	7	880	63955.65272	47006.64137	100000	1	1	0.977538485	0.001985855	0.027814795	14859.82729	0.302669874	0.002115747	0.029720183	0.793909028	0.889169203	Health
Graduate degree	Communication Disorders Sciences and Services	7	3808	62914.28571	49514.05372	82000	1	1	0.986974332	0.008266033	0.115777865	19589.48871	0.452154195	0.009451174	0.132761892	0.863116417	0.930010398	Health
Graduate degree	Health and Medical Administrative Services	7	1075	78642.85714	52229.60152	106548.3871	1	1	0.955818711	0.002456194	0.034402586	26214.28571	0.5	0.002285822	0.032109245	0.903189902	0.929769735	Health
Graduate degree	Health and Medical Preparatory Programs	7	1622	125351.0436	64987.1955	271295.7527	1	1	0.978627786	0.003879806	0.054342354	73121.44213	1.4	0.003682112	0.051723115	0.901457533	0.931519994	Health
Graduate degree	Nursing	7	12263	83567.36243	61892.56715	108000	1	1	0.980833693	0.027264406	0.381877813	20653.07672	0.328273245	0.026529989	0.372670277	0.901104926	0.947800125	Health
Graduate degree	Pharmacy and Pharmaceutical Sciences and Administration	7	3429	111406.6209	82523.42286	135796.964	1	1	0.97752041	0.008050421	0.112757898	6406.620862	0.061015437	0.007636933	0.107277016	0.91243838	0.953422781	Health
Graduate degree	Treatment Therapy Professions	7	3417	69113.36665	51000	92838.85072	1	1	0.981376386	0.008105507	0.113529467	7482.436855	0.121407171	0.008227171	0.11556816	0.87045125	0.926285168	Health
Graduate degree	Miscellaneous Health Medical Professions	7	4871	70144.90943	50000	102122.7358	1	1	0.974944104	0.011387404	0.159497221	16870.71588	0.316677077	0.011259957	0.158170111	0.855549734	0.914291135	Health
Graduate degree	Area Ethnic and Civilization Studies	7	1750	73400	51065.42857	119000	1	1	0.954838766	0.003754856	0.035728797	25900	0.545263158	0.004091029	0.037004068	0.794674202	0.910463565	Humanities and liberal arts
Graduate degree	Linguistics and Comparative Language and Literature	7	1013	62914.28571	44040	98000	1	1	0.946290763	0.002340092	0.022266808	16567.42857	0.357466063	0.002642656	0.023903286	0.751409237	0.86547508	Humanities and liberal arts
Graduate degree	"French, German, Latin and other common Foreign Language Studies"	7	3467	63000	46419.42536	94901.93629	1	1	0.96203284	0.00756165	0.071951804	13485.94628	0.272366031	0.008303571	0.075107247	0.807306064	0.897529724	Humanities and liberal arts
Graduate degree	Other Foreign Languages	7	863	63000	44564.28571	103000	1	1	0.949601144	0.001848954	0.017593457	16580.57464	0.357190433	0.001986786	0.017970822	0.761870737	0.856191115	Humanities and liberal arts
Graduate degree	English Language and Literature	7	14463	64764.70588	46000	98565.71429	1	1	0.959472051	0.031527291	0.29999344	14764.70588	0.295294118	0.034045095	0.307943832	0.804877085	0.884953585	Humanities and liberal arts
Graduate degree	Composition and Speech	7	514	58497.1537	41942.85714	84586.50843	1	1	0.960475483	0.001117774	0.010636023	14519.82922	0.330166271	0.00130728	0.011824573	0.742906301	0.86019162	Humanities and liberal arts
Graduate degree	Liberal Arts	7	4136	69205.71429	47185.71429	100280.8349	1	1	0.957697177	0.009250653	0.088023267	19205.71429	0.384114286	0.009966468	0.090148441	0.820610814	0.897308497	Humanities and liberal arts
Graduate degree	Humanities	7	495	68081.82386	50000	100662.8571	1	1	0.934304246	0.001059332	0.010079927	23517.53815	0.527721645	0.001156452	0.010460314	0.814625281	0.888122356	Humanities and liberal arts
Graduate degree	Multi/Interdisciplinary Studies	7	314	56000	42991.42857	74448.57143	1	1	0.978787558	0.000662718	0.006305995	11960	0.271571299	0.000686844	0.00621262	0.860340894	0.903838818	Humanities and liberal arts
Graduate degree	Intercultural and International Studies	7	742	68000	46000	109682.1632	1	1	0.943922243	0.001605902	0.015280727	19765.71429	0.40978557	0.001798164	0.016264707	0.781686386	0.883167807	Humanities and liberal arts
Graduate degree	Philosophy and Religious Studies	7	4590	63720.11385	41942.85714	104459.203	1	1	0.95968512	0.010064795	0.095770127	17235.7685	0.370786517	0.010135749	0.091679625	0.779605	0.84129311	Humanities and liberal arts
Graduate degree	Theology and Religious Vocations	7	3165	48000	31771.5178	68157.14286	1	1	0.96946675	0.006624533	0.063034803	7769.831355	0.193134447	0.006428269	0.058144819	0.730944289	0.729378502	Humanities and liberal arts
Graduate degree	Art History and Criticism	7	1026	62914.28571	42293.25422	94013.28273	1	1	0.946699743	0.002216405	0.021089887	16952.23638	0.368831169	0.00244808	0.022143308	0.749521787	0.850792696	Humanities and liberal arts
Graduate degree	History	7	11773	77299.81025	51380	123731.4286	1	1	0.960826096	0.025458312	0.24224494	25070.20873	0.48	0.025559743	0.231192338	0.841193956	0.904818131	Humanities and liberal arts
Graduate degree	Family and Consumer Sciences	7	2691	58000	42000	78642.85714	1	1	0.965962734	0.005665033	0.37558737	16216.31879	0.388101726	0.006329303	0.402903711	0.803385891	0.876862039	"Industrial arts, consumer <br> services, and recreation"
Graduate degree	Military Technologies	7	32	76334.16615	51577.13929	127440.2277	1	1	0.936263736	7.17483E-05	0.004756855	9225.594718	0.137472673	6.58728E-05	0.004193258	0.841029947	0.890454837	"Industrial arts, consumer <br> services, and recreation"
Graduate degree	"Physical Fitness, Parks, Recreation, and Leisure"	7	3094	62675.52182	44395.16129	84000	1	1	0.975927866	0.007019195	0.465367293	17377.23611	0.383617963	0.007120441	0.453265061	0.833949133	0.89235761	"Industrial arts, consumer <br> services, and recreation"
Graduate degree	Miscellaneous Industrial Arts and Consumer Services	7	378	68157.14286	47185.71429	104857.1429	1	1	0.902624241	0.000878261	0.058228049	7570.805096	0.124958949	0.000865288	0.055081553	0.807964376	0.854589701	"Industrial arts, consumer <br> services, and recreation"
Graduate degree	Transportation Sciences and Technologies	7	630	90000	62675.52182	120000	1	1	0.961423986	0.001448892	0.096060434	20794.28571	0.300470647	0.001328315	0.084556416	0.906868936	0.940091362	"Industrial arts, consumer <br> services, and recreation"
Graduate degree	Pre-Law and Legal Studies	7	667	75000	50140.41746	118488.5714	1	1	0.961533179	0.001725543	0.107260099	25485.94628	0.514721465	0.001670696	0.110080198	0.840267049	0.899299451	Law and public policy
Graduate degree	Criminal Justice and Fire Protection	7	4691	68000	45594.19113	100000	1	1	0.963998386	0.011244252	0.698944884	15571.42857	0.297002725	0.010533217	0.694021511	0.860989514	0.887382121	Law and public policy
Graduate degree	Public Administration	7	881	73400	50331.42857	107592.9791	1	1	0.945779288	0.002211556	0.137470751	15633.604	0.270634921	0.002087097	0.137516429	0.881834885	0.929669964	Law and public policy
Graduate degree	Public Policy	7	407	83885.71429	60000	136163.6477	1	1	0.967840986	0.000906115	0.056324266	21210.19246	0.338412698	0.000886066	0.058381862	0.880942968	0.946180379	Law and public policy
Graduate degree	Multidisciplinary or General Science	7	4079	83554.96565	53000	131005.9338	1	1	0.970118239	0.010253428	0.208573992	25883.53708	0.448810403	0.009963813	0.212872071	0.883031792	0.920992469	Physical sciences
Graduate degree	Physical Sciences	7	148	80000	41942.85714	123785.1343	1	1	0.969540693	0.000329486	0.006702361	20000	0.333333333	0.000322432	0.006888606	0.838984505	0.824719258	Physical sciences
Graduate degree	Astronomy and Astrophysics	7	149	95420	56734.85322	151465.8444	1	1	0.976951997	0.000356305	0.007247918	30408.57143	0.467741936	0.000340352	0.00727146	0.845024647	0.910410217	Physical sciences
Graduate degree	Atmospheric Sciences and Meteorology	7	289	82523.42286	52428.57143	106000	1	1	0.981668164	0.000613353	0.01247676	20523.42286	0.331022949	0.000586255	0.012525061	0.86785748	0.913072802	Physical sciences
Graduate degree	Chemistry	7	9380	100000	61865.71429	156688.8046	1	1	0.975338589	0.02066421	0.420348867	39413.66224	0.650537129	0.019551083	0.417699492	0.894246691	0.936979449	Physical sciences
Graduate degree	Geology and Earth Science	7	2104	84000	56622.85714	124306.4516	1	1	0.973638126	0.004399832	0.08950085	18000	0.272727273	0.004221963	0.09020021	0.882005913	0.932625058	Physical sciences
Graduate degree	Geosciences	7	240	94013.28273	58000	125351.0436	1	1	0.97068091	0.000484795	0.009861638	32147.56845	0.519634645	0.000466751	0.009971916	0.871074772	0.919506992	Physical sciences
Graduate degree	Oceanography	7	236	86701.13852	51000	114905.1233	1	1	0.987717254	0.000472822	0.009618077	19650.85745	0.293076437	0.000429233	0.009170366	0.877115368	0.906969962	Physical sciences
Graduate degree	Physics	7	4754	96965.02186	61892.56715	134100.5622	1	1	0.968420769	0.010725054	0.21816776	23565.02186	0.321049344	0.01009023	0.215572921	0.87470012	0.91105078	Physical sciences
Graduate degree	"Nuclear, Industrial Radiology, and Biological Technologies"	7	368	89128.57143	62914.28571	125000	1	1	0.977411305	0.000860382	0.017501778	23109.83314	0.350049603	0.000834463	0.017827897	0.866532632	0.912575458	Physical sciences
Graduate degree	Psychology	7	26157	61892.56715	43872.86528	90177.14286	1	1	0.96497565	0.059557233	0.79950127	15930.51781	0.346601556	0.062220982	0.805454258	0.820345721	0.879225353	Psychology and social work
Graduate degree	Industrial and Organizational Psychology	7	277	75210.62619	52229.60152	109682.1632	1	1	0.960989366	0.000622178	0.008352173	12296.34047	0.19544592	0.000632254	0.008184562	0.843267044	0.909245374	Psychology and social work
Graduate degree	Social Psychology	7	123	67050.28107	44395.16129	103154.2786	1	1	0.918282549	0.000289682	0.003888713	20043.63971	0.426400167	0.000295441	0.003824506	0.80374415	0.886632289	Psychology and social work
Graduate degree	Human Services and Community Organization	7	641	52000	39198.62586	69205.71429	1	1	0.937514949	0.001451213	0.019481205	13000	0.333333333	0.001507092	0.019509394	0.786839723	0.843191284	Psychology and social work
Graduate degree	Social Work	7	5364	52428.57143	40000	70000	1	1	0.964821899	0.012572675	0.16877664	12428.57143	0.310714286	0.012593785	0.163027281	0.81464885	0.86887793	Psychology and social work
Graduate degree	Interdisciplinary Social Sciences	7	626	65000	42828.27325	94901.93629	1	1	0.950631877	0.001377511	0.015463818	18580.57464	0.400275844	0.001427945	0.016247298	0.818793333	0.876659993	Social sciences
Graduate degree	General Social Sciences	7	1107	65809.29791	46419.42536	95933.47908	1	1	0.940060127	0.002441785	0.027411255	15809.29791	0.316185958	0.002502596	0.028474779	0.832705922	0.878334118	Social sciences
Graduate degree	Economics	7	10825	104459.203	64764.70588	175000	1	1	0.955486336	0.02441047	0.274029738	32251.20803	0.446643173	0.02353732	0.267809926	0.871362944	0.928560064	Social sciences
Graduate degree	Anthropology and Archeology	7	2217	62675.52182	45000	96965.02186	1	1	0.953469481	0.004751472	0.053339594	18112.87348	0.406458641	0.005085758	0.057866251	0.793500957	0.883594838	Social sciences
Graduate degree	Criminology	7	468	70000	45962.04934	100000	1	1	0.957531103	0.001046968	0.011753172	18422.86071	0.357190433	0.000998804	0.011364487	0.860454814	0.898808087	Social sciences
Graduate degree	Geography	7	1155	74271.08058	52229.60152	104000	1	1	0.963025297	0.00242857	0.027262912	18907.70297	0.341520041	0.002490538	0.028337589	0.833976119	0.914473622	Social sciences
Graduate degree	International Relations	7	1652	86649.594	56734.85322	131000	1	1	0.953516852	0.003839244	0.043099007	28649.594	0.493958517	0.003767269	0.042864356	0.857443477	0.924403501	Social sciences
Graduate degree	Political Science and Government	7	15261	91225.71429	59768.57143	141557.1429	1	1	0.959385696	0.033904497	0.380608827	31225.71429	0.520428571	0.032621611	0.371171885	0.875418851	0.933026276	Social sciences
Graduate degree	Sociology	7	6441	61892.56715	44040	89128.57143	1	1	0.957798782	0.014148793	0.158833067	14706.85286	0.3116802	0.014753097	0.16786218	0.820567068	0.889627392	Social sciences
Graduate degree	Miscellaneous Social Sciences	7	356	79428.7945	56734.85322	125828.5714	1	1	0.956038416	0.000730329	0.00819861	25428.7945	0.470903602	0.000703215	0.008001249	0.876595968	0.930834828	Social sciences
